id,name,nationality,income,debtRatio,creditScore,loanAmount,gender,age,riskProbability,decision,debt_to_income,credit_utilization,payment_history_score,loan_repayment_ratio
LENDING-75917,Susan Hernandez,Japan,10426,0.277,686,5000,Male,59,0.3568,Approve,0.479570305006714,0.3,1.0,2.0852
LENDING-75918,Patricia Johnson,Australia,21099,0.3989,656,5000,Other,74,0.4208,Reject,0.23697805583202997,0.3,1.0,4.2198
LENDING-75919,Joseph Martin,United States,39050,0.1867,703,8059,Female,25,0.2968,Approve,0.2063764404609475,0.3,1.0,4.845514331802954
LENDING-75920,Charles Martin,Germany,20602,0.2466,842,7359,Other,28,0.1724,Approve,0.3571983302591981,0.3,1.0,2.799565158309553
LENDING-75921,Jennifer Moore,Japan,56227,0.2588,763,10526,Male,55,0.2444,Approve,0.1872054351112455,0.3,1.0,5.341725251757553
LENDING-75922,David Hernandez,Japan,10620,0.2792,648,5000,Other,38,0.3988,Reject,0.4708097928436911,0.3,1.0,2.124
LENDING-75923,Joseph Hernandez,Australia,16707,0.0688,656,5000,Male,23,0.3239,Reject,0.29927575267851797,0.3,1.0,3.3414
LENDING-75924,William Williams,United Kingdom,65700,0.1166,665,25930,Male,60,0.3039,Approve,0.39467275494672754,0.3,1.0,2.533744697261859
LENDING-75925,Charles Garcia,Germany,29522,0.1243,662,10315,Male,71,0.3276,Approve,0.34940044712417856,0.3,1.0,2.862045564711585
LENDING-75926,Susan Taylor,United States,49916,0.3202,850,11293,Other,62,0.1711,Approve,0.22624008334001122,0.3,1.0,4.420083237403701
LENDING-75927,Elizabeth Garcia,Australia,22476,0.4893,657,5000,Other,44,0.4461,Reject,0.2224595123687489,0.3,1.0,4.4952
LENDING-75928,Elizabeth Thomas,Australia,23338,0.4509,850,10854,Male,59,0.2236,Approve,0.4650784128888508,0.3,1.0,2.150175050672563
LENDING-75929,Thomas Lopez,United States,45054,0.4029,552,11582,Female,76,0.5234,Reject,0.25706929462422873,0.3,1.0,3.8900017268174754
LENDING-75930,Charles Rodriguez,Canada,73319,0.4105,742,32679,Other,36,0.3043,Approve,0.44570984328755164,0.3,1.0,2.2436121056335874
LENDING-75931,James Rodriguez,United Kingdom,47144,0.6106,592,12282,Female,62,0.5411,Reject,0.26052095706770745,0.3,1.0,3.838462791076372
LENDING-75932,Patricia Williams,Australia,26772,0.1969,618,11410,Female,51,0.3988,Reject,0.426191543403556,0.3,1.0,2.346362839614373
LENDING-75933,Elizabeth Moore,Japan,58946,0.4418,780,26835,Male,38,0.2794,Approve,0.45524717538085707,0.3,1.0,2.196608906279113
LENDING-75934,Linda Rodriguez,United Kingdom,45467,0.1158,697,16948,Female,38,0.2789,Approve,0.3727538654408692,0.3,1.0,2.6827354260089686
LENDING-75935,Sarah Moore,France,31751,0.3685,622,5000,Other,45,0.4434,Reject,0.15747535510692576,0.3,1.0,6.3502
LENDING-75936,Sarah Smith,Germany,33985,0.3558,761,7085,Male,77,0.2868,Approve,0.20847432690893042,0.3,1.0,4.796753705010586
LENDING-75937,John Anderson,Australia,23201,0.3543,850,8564,Male,25,0.1947,Approve,0.3691220206025602,0.3,1.0,2.7091312470808036
LENDING-75938,Michael Hernandez,Germany,75302,0.0076,676,26612,Other,65,0.2544,Approve,0.3534036280576877,0.3,1.0,2.8296257327521417
LENDING-75939,Thomas Hernandez,Japan,31150,0.4585,745,5789,Other,36,0.3365,Approve,0.1858426966292135,0.3,1.0,5.380894800483676
LENDING-75940,Richard Anderson,France,24687,0.2217,513,12280,Female,29,0.5218,Reject,0.49742779600599507,0.3,1.0,2.010342019543974
LENDING-75941,Thomas Anderson,United States,44219,0.2527,749,14135,Female,33,0.2639,Approve,0.31965897012596395,0.3,1.0,3.128333922886452
LENDING-75942,Linda Garcia,United Kingdom,65486,0.2042,681,9020,Other,53,0.3129,Approve,0.13773936413889992,0.3,1.0,7.260088691796009
LENDING-75943,Richard Smith,France,61945,0.4447,791,15400,Male,72,0.2668,Approve,0.2486076358059569,0.3,1.0,4.022402597402597
LENDING-75944,Joseph Miller,Australia,30764,0.2732,780,6768,Other,58,0.2429,Approve,0.21999739955792486,0.3,1.0,4.545508274231678
LENDING-75945,David Davis,Japan,46182,0.0982,722,16374,Male,30,0.246,Approve,0.35455372222944004,0.3,1.0,2.820447050201539
LENDING-75946,David Anderson,Japan,34075,0.4977,796,5000,Other,23,0.2912,Approve,0.1467351430667645,0.3,1.0,6.815
LENDING-75947,John Martin,France,30342,0.3869,659,8805,Other,66,0.4093,Approve,0.2901918133280601,0.3,1.0,3.4459965928449745
LENDING-75948,Mary Garcia,Australia,61163,0.4334,669,23239,Female,76,0.3969,Reject,0.37995193172342756,0.3,1.0,2.631911872283661
LENDING-75949,Jessica Jones,Australia,38560,0.3853,695,6015,Other,75,0.3654,Approve,0.15599066390041494,0.3,1.0,6.410640066500416
LENDING-75950,Sarah Lopez,Germany,42222,0.2434,788,13007,Male,71,0.2195,Approve,0.3080621476955142,0.3,1.0,3.2460982547858843
LENDING-75951,Robert Garcia,Singapore,37741,0.4942,658,16810,Female,54,0.4388,Reject,0.44540420232638245,0.3,1.0,2.245151695419393
LENDING-75952,Charles Lopez,Germany,66023,0.3144,741,13734,Male,53,0.2802,Approve,0.2080184178240916,0.3,1.0,4.807266637541867
LENDING-75953,Jessica Miller,United Kingdom,49509,0.253,703,5435,Male,77,0.3115,Approve,0.10977802015795107,0.3,1.0,9.109291628334866
LENDING-75954,Barbara Smith,France,46893,0.164,622,5337,Other,24,0.3745,Reject,0.11381229607830592,0.3,1.0,8.786396852164136
LENDING-75955,Thomas Martinez,Canada,22562,0.1643,750,7349,Female,64,0.2471,Approve,0.3257246697987767,0.3,1.0,3.070077561573003
LENDING-75956,William Jackson,United Kingdom,34602,0.3923,812,10240,Female,38,0.2418,Approve,0.2959366510606323,0.3,1.0,3.3791015625
LENDING-75957,David Gonzalez,Singapore,41544,0.5605,653,8581,Male,74,0.4623,Reject,0.2065520893510495,0.3,1.0,4.841393776949073
LENDING-75958,Charles Jones,France,71192,0.3908,698,9341,Female,65,0.3475,Approve,0.13120856275986065,0.3,1.0,7.621453805802377
LENDING-75959,Mary Garcia,Germany,33751,0.5002,596,12403,Other,20,0.5103,Reject,0.3674854078397677,0.3,1.0,2.7211964847214385
LENDING-75960,Patricia Thomas,United States,81884,0.2565,761,33300,Other,48,0.2331,Approve,0.4066728542816668,0.3,1.0,2.458978978978979
LENDING-75961,Michael Johnson,France,31643,0.2148,795,9500,Female,28,0.2086,Approve,0.3002243782195114,0.3,1.0,3.330842105263158
LENDING-75962,John Williams,Australia,52728,0.313,819,13594,Other,44,0.2014,Approve,0.2578136853284782,0.3,1.0,3.8787700456083565
LENDING-75963,Jennifer Miller,France,21796,0.0533,697,7336,Male,24,0.272,Approve,0.33657551844375116,0.3,1.0,2.9711014176663033
LENDING-75964,Joseph Smith,Japan,30798,0.3672,643,9608,Male,53,0.4206,Reject,0.3119683096304955,0.3,1.0,3.2054537885095753
LENDING-75965,Elizabeth Anderson,Australia,91549,0.5875,789,39846,Male,32,0.297,Reject,0.43524232924444833,0.3,1.0,2.297570646990915
LENDING-75966,Susan Martinez,Singapore,33126,0.4424,752,5000,Female,58,0.3231,Approve,0.15093883958220128,0.3,1.0,6.6252
LENDING-75967,Jessica Anderson,United Kingdom,25786,0.3858,667,5000,Female,75,0.4025,Approve,0.193903668657411,0.3,1.0,5.1572
LENDING-75968,William Davis,Canada,52358,0.1129,642,20552,Female,35,0.3346,Reject,0.39252836242790023,0.3,1.0,2.5475866095757103
LENDING-75969,Thomas Martin,France,49894,0.2735,850,16121,Male,57,0.1571,Approve,0.3231049825630336,0.3,1.0,3.094969294708765
LENDING-75970,Barbara Miller,Australia,40391,0.3634,593,20000,Other,57,0.4692,Reject,0.49515981282959076,0.3,1.0,2.01955
LENDING-75971,William Garcia,France,20636,0.2839,717,5000,Other,57,0.3199,Approve,0.2422950184144214,0.3,1.0,4.1272
LENDING-75972,Joseph Martinez,United States,12698,0.3885,716,5000,Female,39,0.3564,Approve,0.39376279729091196,0.3,1.0,2.5396
LENDING-75973,Michael Martin,France,42273,0.4079,715,16185,Female,27,0.3485,Approve,0.382868497622596,0.3,1.0,2.6118628359592213
LENDING-75974,Jessica Garcia,Germany,37888,0.2966,761,12467,Other,43,0.2671,Approve,0.32904877533783783,0.3,1.0,3.0390631266543675
LENDING-75975,John Thomas,France,61426,0.4492,850,10066,Other,48,0.204,Approve,0.16387197603620618,0.3,1.0,6.10232465726207
LENDING-75976,David Hernandez,Singapore,37137,0.4198,775,14277,Other,46,0.2892,Approve,0.38444139268115357,0.3,1.0,2.601176717797857
LENDING-75977,Elizabeth Moore,Singapore,60196,0.0903,643,9589,Male,64,0.3228,Reject,0.1592962987573925,0.3,1.0,6.27760976118469
LENDING-75978,David Moore,Japan,39309,0.2379,689,17282,Female,74,0.3274,Approve,0.4396448650436287,0.3,1.0,2.2745631292674457
LENDING-75979,William Taylor,France,59258,0.3258,636,17210,Female,24,0.4016,Reject,0.2904249215295825,0.3,1.0,3.443230679837304
LENDING-75980,Charles Lopez,Australia,29264,0.5922,695,5000,Male,18,0.4321,Reject,0.17085839256424276,0.3,1.0,5.8528
LENDING-75981,Linda Jackson,United Kingdom,56072,0.2107,690,21549,Male,31,0.3097,Approve,0.38430945926665716,0.3,1.0,2.6020697016102834
LENDING-75982,Robert Garcia,Japan,62053,0.3966,757,11589,Male,76,0.2894,Approve,0.1867597054131146,0.3,1.0,5.35447407023902
LENDING-75983,Richard Thomas,Singapore,14474,0.2629,672,5089,Female,66,0.3658,Approve,0.35159596517894154,0.3,1.0,2.844173707997642
LENDING-75984,Sarah Taylor,France,26241,0.1505,722,6665,Female,74,0.2717,Approve,0.2539918448229869,0.3,1.0,3.937134283570893
LENDING-75985,Jessica Davis,Australia,41859,0.1988,849,7685,Male,66,0.1398,Approve,0.18359253684990084,0.3,1.0,5.446844502277163
LENDING-75986,Elizabeth Davis,Australia,20868,0.2908,578,5006,Other,18,0.4735,Reject,0.23988882499520797,0.3,1.0,4.168597682780663
LENDING-75987,Sarah Jackson,Japan,21214,0.4672,781,5295,Female,46,0.3048,Approve,0.24959932120297917,0.3,1.0,4.006421152030217
LENDING-75988,David Davis,Australia,33144,0.5816,736,5000,Female,43,0.3823,Reject,0.15085686700458606,0.3,1.0,6.6288
LENDING-75989,Joseph Garcia,Australia,33998,0.3495,777,8966,Other,49,0.2675,Approve,0.2637213953761986,0.3,1.0,3.7918804372072272
LENDING-75990,James Lopez,United States,60972,0.2089,765,17622,Female,61,0.2249,Approve,0.2890179098602637,0.3,1.0,3.459993190330269
LENDING-75991,Linda Jones,Canada,50899,0.4409,665,17655,Female,20,0.4086,Reject,0.34686339613744865,0.3,1.0,2.88297932596998
LENDING-75992,Karen Miller,Singapore,12961,0.1552,668,5000,Female,54,0.3386,Approve,0.3857727027235553,0.3,1.0,2.5922
LENDING-75993,Jennifer Rodriguez,Japan,86306,0.483,737,13223,Male,32,0.325,Approve,0.15321066901490046,0.3,1.0,6.5269605989563635
LENDING-75994,Karen Anderson,France,52736,0.4047,521,8737,Other,29,0.554,Reject,0.16567430218446602,0.3,1.0,6.035939109534165
LENDING-75995,Susan Taylor,Germany,28313,0.3757,606,10784,Female,28,0.4647,Reject,0.38088510578179635,0.3,1.0,2.625463649851632
LENDING-75996,Thomas Anderson,France,21784,0.3509,657,8261,Female,43,0.4049,Reject,0.3792232831435916,0.3,1.0,2.636968889964895
LENDING-75997,David Thomas,Singapore,38091,0.2785,649,13275,Other,52,0.3838,Reject,0.3485075214617626,0.3,1.0,2.8693785310734463
LENDING-75998,Sarah Thomas,Australia,48157,0.2471,584,5068,Female,43,0.4402,Reject,0.1052391137321677,0.3,1.0,9.50217048145225
LENDING-75999,Thomas Gonzalez,United Kingdom,34496,0.3489,620,8448,Male,59,0.4383,Reject,0.24489795918367346,0.3,1.0,4.083333333333333
LENDING-76000,David Johnson,Canada,56853,0.3408,662,18381,Female,40,0.3789,Approve,0.3233074771779853,0.3,1.0,3.0930308470703443
LENDING-76001,John Miller,Australia,45915,0.3836,732,9925,Male,56,0.3208,Approve,0.21616029619949909,0.3,1.0,4.626196473551637
LENDING-76002,Jessica Moore,Singapore,72616,0.057,630,28095,Female,47,0.3208,Reject,0.3868982042525063,0.3,1.0,2.584659192027051
LENDING-76003,John Brown,France,36267,0.368,649,8696,Male,29,0.4115,Reject,0.23977720793007418,0.3,1.0,4.170538178472861
LENDING-76004,Joseph Davis,Germany,23123,0.3247,737,5000,Male,57,0.3091,Approve,0.2162349176144964,0.3,1.0,4.6246
LENDING-76005,Thomas Garcia,United States,47198,0.3699,672,15140,Female,20,0.3816,Approve,0.32077630408068136,0.3,1.0,3.117437252311757
LENDING-76006,Mary Martin,Canada,34084,0.2889,705,5000,Male,29,0.3278,Approve,0.14669639713648633,0.3,1.0,6.8168
LENDING-76007,Thomas Rodriguez,Singapore,33028,0.3753,665,15681,Male,59,0.3979,Approve,0.4747789754147996,0.3,1.0,2.1062432242841655
LENDING-76008,Thomas Wilson,Germany,95701,0.3274,713,33484,Female,42,0.2998,Approve,0.34988140144826074,0.3,1.0,2.8581113367578546
LENDING-76009,Mary Williams,Australia,23206,0.0614,812,5373,Male,75,0.1483,Approve,0.2315349478583125,0.3,1.0,4.319002419504932
LENDING-76010,Linda Brown,Australia,31479,0.3339,731,5817,Other,49,0.3142,Approve,0.1847898599066044,0.3,1.0,5.411552346570397
LENDING-76011,Michael Brown,Australia,100163,0.214,626,43018,Other,71,0.3585,Reject,0.429479947685273,0.3,1.0,2.3283974150355666
LENDING-76012,Joseph Williams,United States,53052,0.2042,643,18399,Other,63,0.3606,Reject,0.34681067631757523,0.3,1.0,2.8834175770422306
LENDING-76013,John Hernandez,United States,50575,0.3111,581,12269,Male,26,0.4615,Reject,0.24259021255561047,0.3,1.0,4.122177846605266
LENDING-76014,John Rodriguez,Singapore,43571,0.2889,735,15697,Female,55,0.2903,Approve,0.36026255995960615,0.3,1.0,2.7757533286615277
LENDING-76015,Michael Davis,United Kingdom,21905,0.1412,687,5000,Male,38,0.3092,Approve,0.22825838849577723,0.3,1.0,4.381
LENDING-76016,Charles Brown,Australia,34022,0.1509,795,6568,Female,64,0.1883,Approve,0.19305155487625655,0.3,1.0,5.179963459196102
LENDING-76017,Patricia Davis,Singapore,32454,0.0445,626,8224,Other,36,0.3415,Reject,0.2534048191286128,0.3,1.0,3.9462548638132295
LENDING-76018,James Hernandez,Canada,117294,0.368,713,15821,Male,20,0.3012,Approve,0.13488328473749722,0.3,1.0,7.4138170785664625
LENDING-76019,Sarah Garcia,United States,61457,0.2016,515,11169,Female,63,0.4952,Reject,0.1817368241209301,0.3,1.0,5.502462172083446
LENDING-76020,Mary Martinez,Australia,48223,0.2761,592,20179,Other,31,0.4402,Reject,0.4184517761234266,0.3,1.0,2.3897616333812377
LENDING-76021,William Wilson,Australia,18714,0.0991,633,5000,Female,76,0.3571,Reject,0.2671796515977343,0.3,1.0,3.7428
LENDING-76022,John Rodriguez,Singapore,21946,0.3092,721,6364,Other,51,0.3225,Approve,0.2899845074273216,0.3,1.0,3.4484600879949716
LENDING-76023,Michael Thomas,Singapore,61429,0.2355,674,25509,Other,18,0.3319,Approve,0.4152598935356265,0.3,1.0,2.4081304637578893
LENDING-76024,Patricia Garcia,France,25841,0.3568,627,9684,Male,43,0.4374,Reject,0.37475329902093574,0.3,1.0,2.6684221396117307
LENDING-76025,Linda Rodriguez,United States,60582,0.1727,618,9557,Male,76,0.3746,Reject,0.15775312799181274,0.3,1.0,6.33901852045621
LENDING-76026,Richard Smith,Canada,87194,0.4098,721,23329,Female,60,0.3201,Approve,0.2675528132669679,0.3,1.0,3.7375798362553048
LENDING-76027,Elizabeth Johnson,Singapore,90576,0.7052,735,20457,Female,43,0.3917,Reject,0.22585453100158984,0.3,1.0,4.427628684557853
LENDING-76028,Michael Rodriguez,Australia,72558,0.2199,850,10928,Female,77,0.1297,Approve,0.1506105460459219,0.3,1.0,6.639641288433382
LENDING-76029,Jessica Hernandez,Japan,32363,0.2449,671,5000,Female,44,0.3526,Approve,0.1544974198930878,0.3,1.0,6.4726
LENDING-76030,John Jones,United Kingdom,20335,0.0061,794,5000,Other,44,0.1528,Approve,0.24588148512417016,0.3,1.0,4.067
LENDING-76031,Joseph Thomas,Japan,32508,0.4025,816,12240,Male,24,0.2416,Approve,0.37652270210409744,0.3,1.0,2.6558823529411764
LENDING-76032,Thomas Hernandez,Canada,20706,0.0996,773,7918,Other,73,0.2035,Approve,0.3824012363566116,0.3,1.0,2.6150543066430916
LENDING-76033,Thomas Lopez,United States,23813,0.1579,767,6399,Other,53,0.226,Approve,0.26871876706000924,0.3,1.0,3.721362712923894
LENDING-76034,Elizabeth Gonzalez,Australia,20482,0.2746,654,5000,Other,53,0.386,Reject,0.24411678547016893,0.3,1.0,4.0964
LENDING-76035,William Lopez,Germany,26156,0.1174,790,10594,Female,74,0.1876,Approve,0.40503135035938215,0.3,1.0,2.4689446856711346
LENDING-76036,Jessica Garcia,France,35783,0.4622,545,5000,Female,19,0.5535,Reject,0.13973115725344437,0.3,1.0,7.1566
LENDING-76037,Sarah Miller,United States,65266,0.1891,777,31316,Other,58,0.2037,Approve,0.47982104005148163,0.3,1.0,2.084110358921957
LENDING-76038,Jennifer Lopez,Canada,92121,0.4152,797,27893,Male,74,0.2363,Approve,0.3027865524690353,0.3,1.0,3.302656580504069
LENDING-76039,Karen Jones,Canada,80001,0.2999,713,12116,Other,22,0.2994,Approve,0.15144810689866375,0.3,1.0,6.602921756355233
LENDING-76040,Linda Rodriguez,United States,33294,0.0386,709,10351,Female,76,0.2488,Approve,0.31089685829278546,0.3,1.0,3.216500821176698
LENDING-76041,Barbara Martin,Germany,10195,0.2288,708,5000,Female,26,0.3185,Approve,0.4904364884747425,0.3,1.0,2.039
LENDING-76042,Joseph Garcia,Singapore,43524,0.0225,806,19465,Male,24,0.133,Approve,0.447224519805165,0.3,1.0,2.236013357307989
LENDING-76043,Patricia Jones,Germany,11962,0.2378,575,5000,Female,27,0.4654,Reject,0.4179903026249791,0.3,1.0,2.3924
LENDING-76044,Jessica Anderson,United States,44516,0.1784,755,14350,Other,50,0.2349,Approve,0.3223560068290053,0.3,1.0,3.102160278745645
LENDING-76045,Susan Thomas,United Kingdom,27000,0.2726,553,7612,Male,56,0.4923,Reject,0.2819259259259259,0.3,1.0,3.5470310036784025
LENDING-76046,Mary Davis,France,39725,0.4001,688,17606,Other,47,0.3769,Approve,0.4431969792322215,0.3,1.0,2.25633306827218
LENDING-76047,John Wilson,France,53230,0.1201,736,21485,Male,22,0.2338,Approve,0.4036257749389442,0.3,1.0,2.4775424714917382
LENDING-76048,Joseph Jones,United States,25656,0.3078,673,6900,Other,71,0.3726,Approve,0.26894293732460245,0.3,1.0,3.7182608695652175
LENDING-76049,Joseph Jackson,Japan,13425,0.2858,722,5000,Female,28,0.3187,Approve,0.37243947858473,0.3,1.0,2.685
LENDING-76050,Joseph Lopez,Japan,84055,0.1417,650,9693,Male,58,0.3187,Reject,0.1153173517339837,0.3,1.0,8.671721861136904
LENDING-76051,John Martinez,Canada,41770,0.1324,625,10574,Other,24,0.3643,Reject,0.25314819248264303,0.3,1.0,3.950255343294874
LENDING-76052,Linda Taylor,Canada,11713,0.4307,749,5596,Other,33,0.3335,Approve,0.47775975411935456,0.3,1.0,2.0931022158684773
LENDING-76053,Michael Jones,United Kingdom,43613,0.2516,785,14691,Male,23,0.2246,Approve,0.33684910462476786,0.3,1.0,2.9686883125723234
LENDING-76054,Patricia Garcia,Singapore,32999,0.4374,850,9389,Female,39,0.2147,Approve,0.2845237734476802,0.3,1.0,3.514644797102993
LENDING-76055,Michael Moore,Germany,39286,0.2654,772,9511,Female,59,0.2451,Approve,0.24209642111693733,0.3,1.0,4.1305856376826835
LENDING-76056,Charles Taylor,United States,39574,0.3301,632,8189,Female,55,0.4171,Reject,0.20692879163086875,0.3,1.0,4.832580290633777
LENDING-76057,Thomas Thomas,France,46543,0.1758,621,8638,Male,50,0.3793,Reject,0.18559181831854416,0.3,1.0,5.388168557536467
LENDING-76058,James Thomas,Canada,62794,0.1861,649,19910,Female,60,0.3437,Reject,0.317068509730229,0.3,1.0,3.1538925163234555
LENDING-76059,Mary Rodriguez,United Kingdom,27229,0.1973,710,5000,Male,44,0.2983,Approve,0.18362774982555363,0.3,1.0,5.4458
LENDING-76060,Robert Garcia,United Kingdom,104453,0.3392,703,51654,Male,73,0.3099,Approve,0.49451906599140283,0.3,1.0,2.0221667247454214
LENDING-76061,Charles Anderson,United States,22102,0.5089,635,5000,Male,26,0.4762,Reject,0.226223871142883,0.3,1.0,4.4204
LENDING-76062,David Johnson,France,35529,0.329,670,5654,Other,31,0.3773,Approve,0.15913760589940612,0.3,1.0,6.283869826671383
LENDING-76063,James Davis,Japan,88644,0.3035,690,38070,Male,48,0.3213,Approve,0.42947069175578717,0.3,1.0,2.328447596532703
LENDING-76064,Robert Jackson,Australia,60554,0.2496,769,9783,Female,64,0.233,Approve,0.16155827856128413,0.3,1.0,6.189716855770214
LENDING-76065,Thomas Jackson,United States,33715,0.257,594,12925,Male,39,0.4395,Reject,0.3833605220228385,0.3,1.0,2.608510638297872
LENDING-76066,Mary Jackson,Singapore,26939,0.205,620,9454,Female,33,0.3989,Reject,0.350941014885482,0.3,1.0,2.849481700867358
LENDING-76067,John Taylor,Japan,38832,0.3487,624,11049,Male,23,0.4317,Reject,0.28453337453646477,0.3,1.0,3.514526201466196
LENDING-76068,Thomas Rodriguez,France,65007,0.1446,614,14766,Female,76,0.3683,Reject,0.22714476902487424,0.3,1.0,4.4024786672084515
LENDING-76069,Michael Hernandez,Germany,38037,0.0377,575,9975,Female,20,0.3923,Reject,0.26224465651865286,0.3,1.0,3.813233082706767
LENDING-76070,Sarah Jackson,Singapore,31805,0.3335,576,11926,Other,20,0.4831,Reject,0.374972488602421,0.3,1.0,2.6668623176253563
LENDING-76071,Jennifer Anderson,Canada,89357,0.2217,791,37962,Male,48,0.1862,Approve,0.4248352115670848,0.3,1.0,2.353853853853854
LENDING-76072,Barbara Rodriguez,United States,105834,0.2325,699,51821,Female,47,0.2816,Approve,0.4896441597218285,0.3,1.0,2.04229945388935
LENDING-76073,Robert Lopez,France,57164,0.4445,552,20396,Male,30,0.5299,Reject,0.3567979847456441,0.3,1.0,2.802706413022161
LENDING-76074,Elizabeth Garcia,United Kingdom,34150,0.3075,645,14324,Male,26,0.3988,Reject,0.4194436310395315,0.3,1.0,2.384110583635856
LENDING-76075,David Jones,Germany,63662,0.2866,591,22918,Male,54,0.4367,Reject,0.3599949734535516,0.3,1.0,2.7778165633999476
LENDING-76076,Patricia Brown,United States,27887,0.1454,758,8214,Other,33,0.23,Approve,0.29454584573457165,0.3,1.0,3.3950572193815436
LENDING-76077,John Lopez,Singapore,67256,0.478,791,18998,Female,68,0.2741,Approve,0.2824729392173189,0.3,1.0,3.5401621223286663
LENDING-76078,David Lopez,United States,34612,0.2555,684,6206,Female,29,0.3404,Approve,0.17930197619322777,0.3,1.0,5.5771833709313565
LENDING-76079,James Taylor,United States,25130,0.386,769,5000,Male,74,0.2916,Approve,0.19896538002387584,0.3,1.0,5.026
LENDING-76080,Joseph Rodriguez,Germany,28475,0.3888,633,5000,Female,55,0.4391,Reject,0.17559262510974538,0.3,1.0,5.695
LENDING-76081,John Moore,France,68365,0.3419,548,24056,Female,59,0.4978,Reject,0.3518759599210122,0.3,1.0,2.841910542068507
LENDING-76082,Charles Martinez,Japan,45469,0.4943,693,10846,Other,39,0.3968,Reject,0.23853614550572919,0.3,1.0,4.192236769315877
LENDING-76083,Charles Jones,Germany,35368,0.1199,562,8019,Other,67,0.4325,Reject,0.22673037774259217,0.3,1.0,4.410525003117596
LENDING-76084,Sarah Johnson,France,44320,0.3175,629,8288,Female,42,0.4142,Reject,0.18700361010830324,0.3,1.0,5.347490347490347
LENDING-76085,Jennifer Smith,Australia,31878,0.4998,753,5000,Other,56,0.3398,Approve,0.15684798293493946,0.3,1.0,6.3756
LENDING-76086,John Smith,United States,37774,0.4669,793,7205,Female,71,0.2834,Approve,0.19073966220151428,0.3,1.0,5.242748091603054
LENDING-76087,Karen Anderson,Japan,30178,0.3893,742,5000,Male,57,0.3195,Approve,0.1656836105772417,0.3,1.0,6.0356
LENDING-76088,Michael Anderson,Singapore,25081,0.5558,751,7149,Male,73,0.3622,Reject,0.28503648179897134,0.3,1.0,3.5083228423555743
LENDING-76089,Elizabeth Gonzalez,Germany,29263,0.3038,573,14458,Male,27,0.4787,Reject,0.49407101117452074,0.3,1.0,2.0240005533268777
LENDING-76090,Patricia Williams,Canada,33775,0.3971,773,12453,Female,58,0.2862,Approve,0.3687046632124352,0.3,1.0,2.712197863968522
LENDING-76091,Jennifer Hernandez,Australia,10668,0.0334,718,5000,Female,33,0.2487,Approve,0.46869141357330335,0.3,1.0,2.1336
LENDING-76092,Patricia Anderson,Australia,41538,0.2905,605,13065,Male,19,0.4337,Reject,0.3145312725696952,0.3,1.0,3.1793340987370837
LENDING-76093,Linda Wilson,United Kingdom,12578,0.1172,789,5000,Female,63,0.1954,Approve,0.39751947845444424,0.3,1.0,2.5156
LENDING-76094,Richard Smith,Australia,35848,0.3256,733,11790,Other,64,0.3074,Approve,0.32888864092836423,0.3,1.0,3.040542832909245
LENDING-76095,Barbara Moore,Germany,74226,0.1333,570,32154,Female,48,0.4083,Reject,0.4331905262307008,0.3,1.0,2.3084530696025376
LENDING-76096,Joseph Thomas,France,37995,0.349,626,5231,Other,30,0.4301,Reject,0.13767601000131596,0.3,1.0,7.263429554578474
LENDING-76097,Michael Williams,Canada,29330,0.2078,707,14159,Male,61,0.3037,Approve,0.4827480395499489,0.3,1.0,2.0714739741507167
LENDING-76098,William Miller,Australia,32072,0.4127,580,5000,Other,52,0.5023,Reject,0.15589922673983536,0.3,1.0,6.4144
LENDING-76099,Jessica Thomas,Japan,24681,0.0249,627,7879,Other,61,0.3384,Reject,0.3192334184190268,0.3,1.0,3.1325041248889454
LENDING-76100,Linda Martin,France,9814,0.5447,614,5000,Other,42,0.516,Reject,0.5094762584063582,0.3,1.0,1.9628
LENDING-76101,Michael Gonzalez,France,80628,0.2293,716,17024,Female,27,0.2747,Approve,0.2111425311306246,0.3,1.0,4.736137218045113
LENDING-76102,Joseph Garcia,United States,76438,0.4553,723,26940,Male,20,0.3369,Approve,0.35244250242026215,0.3,1.0,2.837342242019302
LENDING-76103,Elizabeth Davis,Singapore,50104,0.2383,778,19360,Male,37,0.225,Approve,0.3863962957049337,0.3,1.0,2.58801652892562
LENDING-76104,Richard Wilson,Singapore,25172,0.2488,678,5316,Other,44,0.3497,Approve,0.21118703321150484,0.3,1.0,4.735139202407826
LENDING-76105,Jessica Jones,Singapore,18814,0.1878,672,5000,Other,21,0.3411,Approve,0.26575954076751357,0.3,1.0,3.7628
LENDING-76106,Jessica Garcia,United Kingdom,48183,0.3623,656,17962,Female,59,0.3962,Reject,0.3727870825809933,0.3,1.0,2.682496381249304
LENDING-76107,John Martinez,Australia,36776,0.3678,803,13625,Other,19,0.2432,Approve,0.3704861866434631,0.3,1.0,2.6991559633027524
LENDING-76108,Thomas Lopez,Japan,33364,0.4483,833,5000,Female,48,0.2364,Approve,0.14986212684330416,0.3,1.0,6.6728
LENDING-76109,Linda Johnson,United Kingdom,53709,0.3265,723,15179,Other,22,0.3096,Approve,0.2826155765327971,0.3,1.0,3.5383753870478953
LENDING-76110,Susan Wilson,United Kingdom,19358,0.3951,757,7188,Female,46,0.3103,Approve,0.3713193511726418,0.3,1.0,2.6930996104618807
