id,name,nationality,income,debtRatio,creditScore,loanAmount,gender,age,riskProbability,decision
LENDING-54004,"William Johnson",Japan,22238,0.3969,660,5000,Male,51,0.4152,Approve
LENDING-54005,"Linda Martinez",Germany,36074,0.3719,644,14361,Female,19,0.4183,Reject
LENDING-54006,"Robert Davis",United Kingdom,52119,0.1961,727,11947,Female,52,0.2670,Approve
LENDING-54007,"Sarah Anderson",Germany,24811,0.3600,748,10880,Female,47,0.3069,Approve
LENDING-54008,"Jennifer Wilson",France,104139,0.2590,850,44602,Male,50,0.1256,Approve
LENDING-54009,"Sarah Wilson",Singapore,38216,0.1848,774,5000,Female,41,0.2192,Approve
LENDING-54010,"John Wilson",United States,96607,0.3570,757,34584,Other,36,0.2603,Approve
LENDING-54011,"James Gonzalez",Singapore,47245,0.2826,656,16338,Female,42,0.3728,Reject
LENDING-54012,"Richard Williams",Australia,36539,0.2936,649,10898,Female,35,0.3891,Reject
LENDING-54013,"Jennifer Williams",Canada,11807,0.0905,637,5000,Female,42,0.3536,Reject
LENDING-54014,"Mary Brown",Japan,67545,0.3750,706,15144,Female,31,0.3358,Approve
LENDING-54015,"Elizabeth Smith",France,35758,0.1314,677,12459,Female,60,0.3103,Approve
LENDING-54016,"Sarah Jackson",Japan,14148,0.2316,797,5000,Other,29,0.2202,Approve
LENDING-54017,"Elizabeth Taylor",United Kingdom,84418,0.5511,755,30453,Other,32,0.3268,Reject
LENDING-54018,"Michael Wilson",France,28395,0.2421,764,11433,Male,30,0.2523,Approve
LENDING-54019,"Patricia Jackson",United States,33798,0.0597,668,16800,Male,39,0.2996,Approve
LENDING-54020,"Mary Smith",Australia,32548,0.1725,687,16134,Male,42,0.3133,Approve
LENDING-54021,"Mary Johnson",Canada,19399,0.3607,799,7575,Male,51,0.2541,Approve
LENDING-54022,"Charles Taylor",Germany,51055,0.1784,777,7286,Other,62,0.2076,Approve
LENDING-54023,"Michael Rodriguez",United States,24653,0.4826,681,7884,Other,25,0.4168,Reject
LENDING-54024,"Elizabeth Martinez",Canada,38482,0.4241,596,14903,Male,64,0.4851,Reject
LENDING-54025,"James Taylor",United States,32277,0.3797,654,11647,Female,40,0.4116,Reject
LENDING-54026,"James Rodriguez",Germany,41140,0.5264,727,5556,Female,65,0.3715,Reject
LENDING-54027,"Michael Miller",Singapore,71333,0.2257,762,35433,Female,67,0.2280,Approve
LENDING-54028,"Linda Taylor",Japan,63054,0.2168,545,15996,Male,47,0.4662,Reject
LENDING-54029,"Karen Davis",France,8873,0.3782,690,5000,Male,58,0.3836,Approve
LENDING-54030,"David Johnson",Australia,19472,0.4855,716,8422,Female,23,0.3821,Reject
LENDING-54031,"Jennifer Miller",United Kingdom,11480,0.4769,667,5000,Male,26,0.4370,Reject
LENDING-54032,"Robert Smith",Germany,23025,0.2463,672,5000,Female,62,0.3566,Approve
LENDING-54033,"Robert Smith",Germany,26199,0.1580,727,11178,Other,77,0.2685,Approve
LENDING-54034,"Jennifer Brown",Canada,20892,0.2957,702,8384,Other,32,0.3397,Approve
LENDING-54035,"Karen Rodriguez",Singapore,56069,0.4893,710,5819,Female,21,0.3715,Reject
LENDING-54036,"Joseph Thomas",Japan,56025,0.0701,741,27723,Male,52,0.2119,Approve
LENDING-54037,"Jessica Williams",United States,34166,0.4702,687,9453,Female,47,0.4018,Reject
LENDING-54038,"James Taylor",Germany,48435,0.1869,687,13679,Other,37,0.3097,Approve
LENDING-54039,"James Rodriguez",Australia,38221,0.1785,644,5428,Female,68,0.3592,Reject
LENDING-54040,"William Moore",United States,29518,0.1959,567,5000,Other,58,0.4527,Reject
LENDING-54041,"Thomas Lopez",Canada,30810,0.0777,695,7048,Other,39,0.2770,Approve
LENDING-54042,"Robert Hernandez",Japan,39750,0.4819,825,8212,Female,30,0.2520,Approve
LENDING-54043,"Charles Johnson",Canada,24526,0.3036,736,8276,Female,31,0.3032,Approve
LENDING-54044,"Jessica Wilson",Australia,28078,0.2342,660,7833,Female,67,0.3635,Approve
LENDING-54045,"Barbara Smith",Germany,55374,0.1464,714,21593,Female,39,0.2646,Approve
LENDING-54046,"Mary Miller",Germany,47412,0.3605,789,14176,Other,64,0.2510,Approve
LENDING-54047,"Charles Brown",Singapore,138939,0.2873,731,47415,Male,71,0.2465,Approve
LENDING-54048,"William Taylor",Singapore,37024,0.5073,544,10172,Male,34,0.5675,Reject
LENDING-54049,"William Lopez",United States,58312,0.5614,689,14065,Male,62,0.4149,Reject
LENDING-54050,"Michael Garcia",United Kingdom,61992,0.2280,747,25801,Male,72,0.2498,Approve
LENDING-54051,"Thomas Johnson",France,45226,0.2890,761,9827,Female,35,0.2612,Approve
LENDING-54052,"Joseph Hernandez",Singapore,55436,0.6025,722,27196,Other,55,0.3927,Reject
LENDING-54053,"David Martinez",France,16589,0.3845,647,5000,Male,70,0.4285,Reject
LENDING-54054,"David Martin",United States,54853,0.3648,628,12553,Male,45,0.4242,Reject
LENDING-54055,"Joseph Smith",United Kingdom,26892,0.3663,702,11573,Other,41,0.3579,Approve
LENDING-54056,"Linda Davis",Japan,44908,0.4736,693,19364,Female,23,0.3909,Reject
LENDING-54057,"Jessica Jackson",Australia,50046,0.3623,663,10319,Other,26,0.3877,Approve
LENDING-54058,"James Martinez",United Kingdom,31526,0.1726,839,14854,Other,74,0.1480,Approve
LENDING-54059,"Richard Rodriguez",United States,41180,0.2040,747,18401,Female,45,0.2530,Approve
LENDING-54060,"Barbara Miller",Singapore,28757,0.2090,670,6590,Female,29,0.3447,Approve
LENDING-54061,"Linda Gonzalez",France,33335,0.2424,641,5976,Male,27,0.3841,Reject
LENDING-54062,"Patricia Rodriguez",Singapore,23970,0.3982,604,8061,Male,66,0.4758,Reject
LENDING-54063,"Mary Taylor",Germany,25234,0.2475,788,8379,Male,42,0.2293,Approve
LENDING-54064,"Michael Williams",Japan,40183,0.5448,715,12825,Female,73,0.3906,Reject
LENDING-54065,"James Martinez",France,42413,0.0820,575,9499,Male,30,0.4034,Reject
LENDING-54066,"Richard Rodriguez",United States,40465,0.2886,598,11782,Other,22,0.4413,Reject
LENDING-54067,"William Rodriguez",Japan,36484,0.1896,726,15350,Other,45,0.2739,Approve
LENDING-54068,"John Anderson",Japan,16580,0.3556,621,5000,Other,48,0.4482,Reject
LENDING-54069,"Barbara Smith",Japan,21697,0.1531,593,5000,Female,48,0.4154,Reject
LENDING-54070,"John Martin",United States,44183,0.4140,630,15401,Female,23,0.4421,Reject
LENDING-54071,"Susan Brown",Japan,78371,0.5739,621,36817,Male,44,0.4828,Reject
LENDING-54072,"Barbara Thomas",Japan,37623,0.0840,738,6562,Male,45,0.2286,Approve
LENDING-54073,"Barbara Garcia",Canada,41879,0.2435,650,6604,Male,43,0.3703,Reject
LENDING-54074,"John Smith",Singapore,37701,0.1989,712,13513,Male,74,0.2914,Approve
LENDING-54075,"Mary Garcia",United Kingdom,50343,0.2682,670,11815,Other,47,0.3517,Approve
LENDING-54076,"William Wilson",Japan,31665,0.3102,843,11035,Male,62,0.1849,Approve
LENDING-54077,"Patricia Jackson",United Kingdom,61850,0.1995,850,12015,Other,57,0.1289,Approve
LENDING-54078,"Patricia Brown",Canada,15353,0.2600,697,5000,Female,42,0.3372,Approve
LENDING-54079,"David Martinez",Germany,59882,0.4221,734,25252,Male,73,0.3232,Approve
LENDING-54080,"Jennifer Martin",Canada,68094,0.2850,715,11917,Female,29,0.2987,Approve
LENDING-54081,"Susan Martinez",United States,20513,0.4932,672,5000,Male,22,0.4319,Reject
LENDING-54082,"Karen Anderson",France,19489,0.1751,739,5000,Male,59,0.2639,Approve
LENDING-54083,"William Moore",Singapore,42405,0.2195,694,12452,Other,37,0.3148,Approve
LENDING-54084,"Sarah Williams",Germany,30507,0.2558,650,10517,Male,63,0.3797,Reject
LENDING-54085,"William Thomas",Germany,42483,0.1870,850,8179,Other,70,0.1349,Approve
LENDING-54086,"Linda Lopez",Japan,29804,0.3500,804,6544,Female,38,0.2403,Approve
LENDING-54087,"Linda Miller",Japan,57256,0.5147,795,11263,Other,30,0.2858,Reject
LENDING-54088,"James Jones",France,89198,0.2723,681,18514,Male,40,0.3215,Approve
LENDING-54089,"Richard Gonzalez",United Kingdom,46893,0.4567,690,5157,Other,39,0.3881,Reject
LENDING-54090,"Michael Rodriguez",France,25549,0.4241,722,9031,Other,73,0.3541,Approve
LENDING-54091,"William Gonzalez",United Kingdom,48251,0.1620,693,20900,Other,21,0.2957,Approve
LENDING-54092,"Elizabeth Johnson",United Kingdom,17896,0.4479,679,7632,Other,55,0.4120,Reject
LENDING-54093,"Michael Jackson",United States,45137,0.3447,756,9850,Male,42,0.2834,Approve
LENDING-54094,"Charles Wilson",Japan,60317,0.2411,616,13759,Female,66,0.3974,Reject
LENDING-54095,"Charles Miller",Singapore,64237,0.4081,660,10015,Other,61,0.3976,Approve
LENDING-54096,"Jennifer Rodriguez",France,28895,0.5758,759,13698,Other,64,0.3576,Reject
LENDING-54097,"Sarah Jackson",Canada,20974,0.2466,806,5000,Female,18,0.2115,Approve
LENDING-54098,"Linda Davis",Singapore,65483,0.4252,699,27612,Other,60,0.3595,Reject
LENDING-54099,"Robert Jones",Germany,43544,0.3936,711,14160,Female,21,0.3479,Approve
LENDING-54100,"Karen Garcia",France,18997,0.2704,563,6136,Other,57,0.4847,Reject
LENDING-54101,"Elizabeth Smith",Japan,61980,0.1919,706,26444,Male,69,0.2837,Approve
LENDING-54102,"Thomas Hernandez",Germany,13629,0.3356,776,5000,Male,23,0.2746,Approve
LENDING-54103,"Joseph Johnson",France,38512,0.4501,681,7628,Male,74,0.4001,Reject
LENDING-54104,"Mary Jones",United States,78866,0.2873,797,32632,Female,40,0.2046,Approve
LENDING-54105,"Thomas Davis",Japan,53196,0.5650,692,15221,Other,45,0.4153,Reject
LENDING-54106,"Michael Thomas",Australia,46257,0.2746,732,7297,Other,56,0.2880,Approve
LENDING-54107,"Linda Moore",France,51892,0.4091,705,22956,Male,76,0.3550,Approve
LENDING-54108,"Linda Brown",United States,11491,0.4402,787,5000,Other,38,0.2950,Approve
LENDING-54109,"Jennifer Hernandez",Germany,18208,0.4519,620,7618,Female,45,0.4774,Reject
LENDING-54110,"Jessica Thomas",Singapore,76751,0.2815,640,35674,Female,62,0.3752,Reject
LENDING-54111,"James Martinez",Japan,23603,0.4601,430,6050,Male,52,0.6844,Reject
LENDING-54112,"Barbara Garcia",United States,35043,0.4298,712,16012,Other,19,0.3620,Reject
LENDING-54113,"Linda Taylor",Singapore,58081,0.2599,591,27223,Female,21,0.4315,Reject
LENDING-54114,"Mary Wilson",Japan,21011,0.2463,688,8630,Other,39,0.3401,Approve
LENDING-54115,"Robert Moore",Australia,29487,0.3470,567,13489,Other,70,0.4981,Reject
LENDING-54116,"Linda Gonzalez",Singapore,33793,0.2095,815,9900,Other,22,0.1841,Approve
LENDING-54117,"Robert Taylor",Japan,17350,0.2591,617,5000,Male,68,0.4232,Reject
LENDING-54118,"Robert Rodriguez",United States,59542,0.2759,850,27476,Male,18,0.1530,Approve
LENDING-54119,"Linda Moore",Australia,41343,0.3737,714,15545,Female,39,0.3398,Approve
LENDING-54120,"Jennifer Brown",Australia,33099,0.3574,644,12639,Male,34,0.4154,Reject
LENDING-54121,"Susan Martinez",Canada,31281,0.1697,686,7628,Male,73,0.3142,Approve
LENDING-54122,"Thomas Johnson",Germany,21907,0.1412,736,6655,Male,24,0.2558,Approve
LENDING-54123,"Robert Davis",France,38027,0.2213,491,9307,Other,54,0.5390,Reject
LENDING-54124,"James Williams",Australia,36840,0.3076,730,9863,Male,46,0.3048,Approve
LENDING-54125,"Jennifer Anderson",Australia,44047,0.2022,603,5000,Female,29,0.4081,Reject
LENDING-54126,"Jessica Brown",Japan,35499,0.1568,704,9551,Female,21,0.2886,Approve
LENDING-54127,"David Brown",France,42757,0.3304,749,13514,Male,59,0.2879,Approve
LENDING-54128,"Patricia Wilson",United Kingdom,74297,0.2868,646,31177,Male,32,0.3714,Reject
LENDING-54129,"Charles Moore",United Kingdom,39353,0.4315,596,5506,Female,37,0.4869,Reject
LENDING-54130,"John Johnson",United States,26164,0.1852,814,11144,Female,38,0.1818,Approve
LENDING-54131,"Thomas Hernandez",Canada,79721,0.3152,670,35299,Other,73,0.3511,Approve
LENDING-54132,"David Jones",United States,90733,0.1468,593,27887,Other,46,0.3790,Reject
LENDING-54133,"Richard Martinez",Australia,41310,0.1720,621,13993,Male,19,0.3808,Reject
LENDING-54134,"Charles Jackson",Australia,56280,0.3359,682,18567,Female,28,0.3559,Approve
LENDING-54135,"Susan Miller",Germany,20022,0.3891,675,5625,Male,66,0.3976,Approve
LENDING-54136,"Charles Moore",Japan,30878,0.2439,712,8634,Other,27,0.3083,Approve
LENDING-54137,"John Jackson",France,73999,0.2232,667,28539,Male,71,0.3296,Approve
LENDING-54138,"Robert Jones",Australia,60639,0.3538,678,12197,Female,31,0.3635,Approve
LENDING-54139,"Sarah Moore",Australia,36537,0.3104,736,5000,Male,33,0.2992,Approve
LENDING-54140,"Michael Garcia",United States,53603,0.1117,725,23823,Other,23,0.2431,Approve
LENDING-54141,"David Moore",Germany,53166,0.3423,690,14904,Female,27,0.3507,Approve
LENDING-54142,"Charles Anderson",Australia,72217,0.1849,673,17853,Other,44,0.3125,Approve
LENDING-54143,"John Williams",Australia,31293,0.1894,850,5427,Male,63,0.1412,Approve
LENDING-54144,"Mary Rodriguez",Canada,21263,0.4367,683,5687,Other,22,0.4026,Reject
LENDING-54145,"Richard Taylor",United Kingdom,79823,0.3497,689,15162,Male,27,0.3406,Approve
LENDING-54146,"Patricia Hernandez",Singapore,83341,0.0087,734,28658,Female,39,0.1875,Approve
LENDING-54147,"Thomas Lopez",United States,82713,0.1721,436,27847,Female,43,0.5619,Reject
LENDING-54148,"Linda Gonzalez",France,87763,0.2714,689,34226,Female,71,0.3132,Approve
LENDING-54149,"Patricia Rodriguez",Australia,52304,0.0964,753,21737,Other,59,0.2086,Approve
LENDING-54150,"Patricia Smith",United States,40750,0.3873,692,12674,Female,35,0.3682,Approve
LENDING-54151,"James Williams",Canada,30068,0.3140,669,5000,Male,75,0.3766,Approve
LENDING-54152,"Barbara Martinez",Australia,27323,0.2879,850,13139,Male,75,0.1727,Approve
LENDING-54153,"Susan Taylor",Singapore,49100,0.3355,609,12988,Other,70,0.4390,Reject
LENDING-54154,"Michael Williams",Canada,27958,0.4138,701,8217,Female,19,0.3727,Reject
LENDING-54155,"John Lopez",Germany,16557,0.1788,605,5000,Other,22,0.4126,Reject
LENDING-54156,"Patricia Lopez",United States,78403,0.1383,610,29365,Other,72,0.3641,Reject
LENDING-54157,"Joseph Rodriguez",United Kingdom,17196,0.0618,634,7892,Female,54,0.3456,Reject
LENDING-54158,"Linda Hernandez",Singapore,31373,0.2556,694,13287,Female,24,0.3312,Approve
LENDING-54159,"Karen Miller",Singapore,24811,0.2627,774,9371,Other,65,0.2493,Approve
LENDING-54160,"Jessica Jones",United States,36155,0.4210,768,7120,Male,31,0.2977,Approve
LENDING-54161,"Michael Gonzalez",Germany,15376,0.4912,739,5022,Other,42,0.3608,Approve
LENDING-54162,"Jennifer Hernandez",Singapore,25888,0.2355,717,8450,Male,35,0.3028,Approve
LENDING-54163,"James Rodriguez",Singapore,20506,0.5299,830,6186,Female,47,0.2705,Reject
LENDING-54164,"John Taylor",Germany,23605,0.3718,704,5000,Other,40,0.3590,Approve
LENDING-54165,"Jessica Martinez",Japan,49909,0.1169,727,21356,Male,71,0.2443,Approve
LENDING-54166,"Susan Garcia",Japan,39103,0.6805,712,14103,Other,37,0.4351,Reject
LENDING-54167,"Sarah Rodriguez",France,41896,0.1094,657,9883,Other,52,0.3224,Reject
LENDING-54168,"Robert Davis",Australia,61226,0.4880,629,19088,Male,77,0.4569,Reject
LENDING-54169,"Mary Hernandez",Canada,22923,0.2550,714,9958,Other,20,0.3134,Approve
LENDING-54170,"Karen Johnson",France,72831,0.2348,710,27744,Male,41,0.2868,Approve
LENDING-54171,"James Williams",Singapore,16333,0.2267,801,7929,Male,62,0.2133,Approve
LENDING-54172,"Jessica Miller",Singapore,61874,0.2392,813,22183,Male,46,0.1812,Approve
LENDING-54173,"James Wilson",Japan,15272,0.3005,746,5000,Female,21,0.2960,Approve
LENDING-54174,"Richard Davis",Australia,27604,0.0970,616,6072,Female,50,0.3706,Reject
LENDING-54175,"Robert Martinez",Germany,39872,0.2747,657,15247,Female,65,0.3730,Reject
LENDING-54176,"William Williams",Australia,26877,0.2421,745,5399,Male,48,0.2737,Approve
LENDING-54177,"David Moore",United States,56697,0.3528,610,6067,Male,66,0.4393,Reject
LENDING-54178,"Mary Brown",Japan,61451,0.3824,801,7570,Other,43,0.2374,Approve
LENDING-54179,"Joseph Thomas",United States,50014,0.4171,670,20190,Female,44,0.3965,Reject
LENDING-54180,"Michael Jackson",France,14366,0.1833,850,5000,Female,58,0.1478,Approve
LENDING-54181,"Joseph Smith",Germany,18436,0.3517,573,5000,Male,68,0.4985,Reject
LENDING-54182,"Patricia Miller",Australia,34992,0.5546,763,13956,Male,51,0.3438,Reject
LENDING-54183,"Charles Garcia",Singapore,34181,0.2188,640,5187,Other,75,0.3776,Reject
LENDING-54184,"James Williams",Japan,16339,0.4235,706,7771,Male,26,0.3760,Reject
LENDING-54185,"Susan Martinez",Japan,49288,0.2334,644,20790,Male,42,0.3701,Reject
LENDING-54186,"James Hernandez",France,13771,0.3720,767,5000,Female,18,0.2953,Approve
LENDING-54187,"Charles Brown",Japan,21614,0.3003,731,9892,Female,45,0.3091,Approve
LENDING-54188,"William Martinez",Singapore,18797,0.6227,765,7925,Other,31,0.3701,Reject
LENDING-54189,"Barbara Hernandez",United Kingdom,21130,0.0123,683,8282,Male,34,0.2753,Approve
LENDING-54190,"Sarah Jackson",France,12224,0.5454,839,5793,Male,65,0.2695,Reject
LENDING-54191,"Karen Jones",Canada,35353,0.1097,850,11429,Female,21,0.1152,Approve
LENDING-54192,"Linda Rodriguez",France,82703,0.1992,640,26113,Female,73,0.3475,Reject
LENDING-54193,"Jessica Lopez",United States,44150,0.3617,678,9804,Male,60,0.3741,Approve
LENDING-54194,"Charles Rodriguez",Canada,42749,0.3711,727,5000,Other,72,0.3241,Approve
LENDING-54195,"Jessica Wilson",Germany,31721,0.1904,652,13914,Other,73,0.3573,Reject
LENDING-54196,"Elizabeth Martin",United States,48223,0.2972,679,8986,Other,62,0.3516,Approve
LENDING-54197,"Jessica Thomas",Germany,111168,0.4035,680,42166,Female,41,0.3509,Approve
LENDING-54198,"Richard Martinez",France,34368,0.3596,732,9150,Male,67,0.3194,Approve
LENDING-54199,"Sarah Miller",United Kingdom,24444,0.6132,585,5064,Other,59,0.5608,Reject
LENDING-54200,"William Thomas",Australia,63420,0.3429,627,18525,Male,47,0.4144,Reject
LENDING-54201,"David Smith",Japan,28017,0.0029,646,5072,Male,49,0.3094,Reject
LENDING-54202,"Jessica Williams",Japan,64640,0.0894,704,30513,Other,39,0.2538,Approve
LENDING-54203,"Charles Garcia",United Kingdom,99875,0.2978,629,48278,Female,30,0.3805,Reject
LENDING-54204,"James Miller",Germany,48177,0.2658,792,11508,Other,42,0.2189,Approve
LENDING-54205,"Elizabeth Jackson",Singapore,30409,0.2985,567,5000,Other,75,0.4831,Reject
LENDING-54206,"Karen Gonzalez",Germany,79682,0.3153,781,28146,Male,52,0.2300,Approve
LENDING-54207,"Karen Moore",Japan,26740,0.2873,646,11381,Female,18,0.3954,Reject
LENDING-54208,"Robert Anderson",United Kingdom,54768,0.2646,636,7553,Other,29,0.3855,Reject
LENDING-54209,"William Anderson",Canada,58838,0.3606,692,9272,Other,27,0.3511,Approve
LENDING-54210,"Karen Taylor",France,9812,0.2610,762,5000,Other,39,0.2694,Approve
LENDING-54211,"Patricia Davis",Singapore,51232,0.3448,799,23968,Other,67,0.2335,Approve
LENDING-54212,"William Jones",Canada,47784,0.1841,702,11239,Other,27,0.2928,Approve
LENDING-54213,"James Gonzalez",United States,40495,0.2673,804,6585,Male,23,0.2101,Approve
LENDING-54214,"Charles Gonzalez",Singapore,48693,0.3934,845,7213,Other,25,0.1991,Approve
LENDING-54215,"Barbara Smith",France,17380,0.4206,705,6830,Female,43,0.3757,Reject
LENDING-54216,"Elizabeth Jones",United States,30281,0.1536,552,7583,Male,50,0.4560,Reject
LENDING-54217,"Joseph Jones",Singapore,35796,0.4814,698,8677,Male,64,0.3923,Reject
LENDING-54218,"Elizabeth Moore",Australia,43773,0.4584,729,7299,Other,65,0.3476,Approve
LENDING-54219,"Joseph Moore",Japan,26327,0.2929,698,6730,Female,48,0.3405,Approve
LENDING-54220,"Michael Anderson",Canada,29902,0.2957,696,5000,Female,31,0.3418,Approve
LENDING-54221,"Robert Jackson",Singapore,53362,0.2727,698,20290,Other,70,0.3209,Approve
LENDING-54222,"Jennifer Johnson",Australia,28156,0.2749,692,9153,Other,47,0.3408,Approve
LENDING-54223,"David Martinez",Australia,20951,0.4201,758,7837,Female,76,0.3159,Approve
LENDING-54224,"Karen Garcia",Canada,37466,0.2687,703,18383,Male,69,0.3222,Approve
LENDING-54225,"James Gonzalez",Singapore,46154,0.2409,536,21140,Female,35,0.4917,Reject
LENDING-54226,"Joseph Brown",Japan,34679,0.0862,794,13750,Female,66,0.1696,Approve
LENDING-54227,"Joseph Taylor",United Kingdom,31473,0.1637,712,10344,Other,61,0.2839,Approve
LENDING-54228,"Jessica Anderson",Singapore,45990,0.3185,766,14771,Female,41,0.2642,Approve
LENDING-54229,"James Jones",France,52027,0.4601,728,11594,Female,66,0.3451,Approve
LENDING-54230,"Susan Smith",United States,24550,0.1349,746,6687,Other,58,0.2416,Approve
LENDING-54231,"David Williams",United Kingdom,34406,0.2629,820,14904,Female,57,0.1944,Approve
LENDING-54232,"Mary Jackson",Germany,41054,0.3992,621,5698,Other,50,0.4491,Reject
LENDING-54233,"Michael Martin",France,25049,0.2734,776,8228,Male,51,0.2502,Approve
LENDING-54234,"Barbara Moore",Germany,110693,0.0869,665,16211,Female,68,0.2725,Approve
LENDING-54235,"Mary Martinez",Australia,11098,0.2938,769,5000,Female,56,0.2710,Approve
LENDING-54236,"John Anderson",Singapore,106050,0.2491,590,44822,Other,71,0.4053,Reject
LENDING-54237,"Thomas Martin",Singapore,26842,0.5780,769,10663,Female,37,0.3483,Reject
LENDING-54238,"Sarah Martin",Singapore,36624,0.6158,680,16924,Other,63,0.4519,Reject
LENDING-54239,"William Gonzalez",Australia,67096,0.2623,713,31603,Other,37,0.2946,Approve
LENDING-54240,"Sarah Thomas",Canada,11368,0.1101,710,5000,Female,45,0.2801,Approve
LENDING-54241,"James Rodriguez",France,17100,0.5751,831,5000,Female,35,0.2847,Reject
LENDING-54242,"Jessica Jones",Canada,28759,0.6796,701,7614,Female,45,0.4520,Reject
LENDING-54243,"John Davis",United States,53417,0.1330,710,5381,Female,60,0.2659,Approve
LENDING-54244,"Richard Martinez",United Kingdom,29757,0.3755,746,14152,Other,69,0.3112,Approve
LENDING-54245,"James Jones",Australia,78073,0.3986,716,15007,Other,58,0.3267,Approve
LENDING-54246,"Charles Gonzalez",Japan,43030,0.2943,628,18215,Other,77,0.4090,Reject
LENDING-54247,"Sarah Martinez",United Kingdom,66570,0.3674,779,15979,Male,58,0.2544,Approve
LENDING-54248,"Elizabeth Wilson",Canada,23476,0.0534,655,8430,Female,55,0.3170,Reject
LENDING-54249,"Jessica Anderson",France,46759,0.2035,676,11764,Male,18,0.3275,Approve
LENDING-54250,"Joseph Anderson",France,36518,0.4853,663,12995,Female,61,0.4313,Reject
LENDING-54251,"Robert Jones",United States,32974,0.5207,745,15753,Other,57,0.3543,Reject
LENDING-54252,"Michael Smith",Canada,30414,0.0532,692,13865,Male,70,0.2731,Approve
LENDING-54253,"Mary Davis",United Kingdom,47755,0.6153,720,5084,Other,68,0.4025,Reject
LENDING-54254,"Sarah Rodriguez",Canada,70865,0.3881,740,11233,Other,26,0.3010,Approve
LENDING-54255,"Karen Anderson",Canada,70711,0.2448,736,29892,Female,41,0.2624,Approve
LENDING-54256,"John Martin",Canada,43398,0.3629,568,21173,Male,73,0.4948,Reject
LENDING-54257,"Joseph Taylor",Japan,28674,0.3951,631,5000,Male,29,0.4431,Reject
LENDING-54258,"Sarah Davis",United States,41282,0.3058,671,10970,Female,69,0.3664,Approve
LENDING-54259,"Karen Thomas",United States,19098,0.5801,580,5000,Female,71,0.5590,Reject
LENDING-54260,"Barbara Williams",United States,40512,0.4458,823,19180,Other,52,0.2429,Approve
LENDING-54261,"Thomas Rodriguez",Japan,21714,0.1638,734,7300,Male,20,0.2648,Approve
LENDING-54262,"Charles Jones",France,8631,0.1061,724,5000,Female,22,0.2650,Approve
LENDING-54263,"Charles Miller",France,45425,0.2218,708,9516,Other,47,0.2987,Approve
LENDING-54264,"Thomas Garcia",Germany,28653,0.2868,598,13542,Other,64,0.4466,Reject
LENDING-54265,"Elizabeth Miller",United Kingdom,15267,0.3851,623,7522,Female,44,0.4555,Reject
LENDING-54266,"Joseph Wilson",United States,43649,0.2049,639,5000,Female,20,0.3698,Reject
LENDING-54267,"William Rodriguez",Germany,42422,0.1787,749,11304,Female,18,0.2426,Approve
LENDING-54268,"James Moore",Singapore,23466,0.1875,627,5000,Female,35,0.3878,Reject
LENDING-54269,"Michael Taylor",Germany,37506,0.3248,715,5000,Female,42,0.3260,Approve
LENDING-54270,"Barbara Rodriguez",Singapore,33084,0.5572,740,12800,Other,47,0.3706,Reject
LENDING-54271,"Patricia Brown",Germany,33215,0.5250,668,5000,Other,66,0.4394,Reject
LENDING-54272,"Charles Smith",Australia,31087,0.2589,617,9053,Male,41,0.4163,Reject
LENDING-54273,"Richard Jones",United Kingdom,51117,0.3244,804,6160,Other,64,0.2219,Approve
LENDING-54274,"Michael Jackson",United States,34419,0.2443,585,7522,Male,34,0.4452,Reject
LENDING-54275,"Karen Miller",France,57240,0.0505,654,18140,Female,65,0.3003,Reject
LENDING-54276,"Jessica Wilson",United States,39077,0.4332,760,17146,Male,25,0.3086,Approve
LENDING-54277,"John Garcia",Australia,52939,0.2143,610,13470,Other,35,0.3996,Reject
LENDING-54278,"William Garcia",United Kingdom,45621,0.3536,712,6771,Male,23,0.3338,Approve
LENDING-54279,"Jessica Gonzalez",France,45734,0.4396,770,13577,Other,18,0.2963,Approve
LENDING-54280,"Thomas Davis",United Kingdom,21367,0.0184,611,6503,Male,52,0.3556,Reject
LENDING-54281,"Joseph Hernandez",Germany,35483,0.2460,697,8918,Other,37,0.3230,Approve
LENDING-54282,"Sarah Martin",Germany,76974,0.2681,666,24163,Male,73,0.3427,Approve
LENDING-54283,"Thomas Martin",Australia,50009,0.1406,624,18057,Male,65,0.3637,Reject
LENDING-54284,"Jessica Davis",United Kingdom,46872,0.1967,691,7316,Other,40,0.3090,Approve
LENDING-54285,"Richard Rodriguez",France,19921,0.2779,749,7086,Other,51,0.2836,Approve
LENDING-54286,"Barbara Jones",United Kingdom,64795,0.6042,703,20076,Other,29,0.4092,Reject
LENDING-54287,"Thomas Johnson",Germany,20827,0.2456,690,5995,Female,21,0.3378,Approve
LENDING-54288,"Thomas Lopez",Singapore,51629,0.0551,696,16773,Other,72,0.2587,Approve
LENDING-54289,"John Moore",United States,26655,0.2790,624,7521,Female,58,0.4169,Reject
LENDING-54290,"Jennifer Davis",Singapore,47973,0.8099,790,20519,Female,27,0.3844,Reject
LENDING-54291,"Patricia Smith",Singapore,15941,0.0633,767,5993,Other,43,0.2016,Approve
LENDING-54292,"James Hernandez",France,56034,0.4580,599,10723,Female,71,0.4832,Reject
LENDING-54293,"Robert Rodriguez",Japan,39671,0.2524,739,17339,Male,25,0.2770,Approve
